DAY,HOUR,PUN INDEX GME,AUST,BSP,CNOR,COAC,CORS,CSUD,FRAN,GREC,MALT,MONT,NORD,ROSN,SARD,SICI,SLOV,SUD,SVIZ,XAUS,XFRA,XGRE
20200911,13,58.76,59,59,59,59,"1,250",59,59,59,53,59,59,46,59,53,59,59,59,59,59,
20200911,14,55.69,56,56,56,56,"1,250",56,56,56,47,56,56,45,56,47,56,56,56,56,56,
20200911,15,57.67,58,58,58,58,"1,250",58,58,58,52,58,58,45,58,52,58,58,58,58,58,
20200911,16,65.77,66,66,66,66,"1,250",66,66,66,54,66,66,54,66,54,66,66,66,66,66,
20200911,17,65.63,67,67,67,67,"1,250",67,67,67,50,67,67,50,67,50,67,67,67,67,67,
20200911,18,64.71,64,64,64,64,"1,250",64,64,64,70,64,64,53,64,70,64,64,64,64,64,
20200911,19,65.06,64,64,64,64,"1,250",64,64,64,83,64,64,61,64,83,64,64,64,64,64,
20200911,20,70.90,70,70,70,70,"1,250",70,70,70,84,70,70,69,70,84,70,70,70,70,70,
20200911,21,69.97,69,69,69,69,"1,250",69,69,69,84,69,69,69,69,84,69,69,69,69,69,
20200911,22,59.21,58,58,58,58,"1,250",58,58,58,83,58,58,52,58,83,58,58,58,58,58,
20200911,23,52.24,50,50,50,51,"1,250",51,50,51,83,51,50,47,51,83,50,51,50,50,50,
20200911,24,48.26,47,47,47,47,"1,250",47,47,47,60,47,47,44,47,60,47,47,47,47,47,
20200912,1,46.82,46,46,46,46,"1,250",46,46,46,59,46,46,46,46,59,46,46,46,46,46,
20200912,2,42.53,42,42,42,42,"1,250",42,42,42,47,42,42,42,42,47,42,42,42,42,42,
20200912,3,41.07,41,41,41,42,"1,250",42,41,42,42,42,41,42,42,42,41,42,41,41,41,
20200912,4,38.73,39,39,39,39,"1,250",39,39,39,39,39,39,39,39,39,39,39,39,39,39,
20200912,5,38.05,38,38,38,38,"1,250",38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200912,6,38.21,38,38,38,38,"1,250",38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200912,7,40.71,40,40,40,40,"1,250",40,40,40,47,40,40,40,40,47,40,40,40,40,40,
20200912,8,40.86,39,39,40,40,"1,250",40,39,40,59,40,39,40,40,59,39,40,39,39,39,
20200912,9,40.70,39,39,39,39,"1,250",39,39,39,59,39,39,39,39,59,39,39,39,39,39,
20200912,10,40.37,39,39,39,39,"1,250",39,39,39,59,39,39,39,39,59,39,39,39,39,39,
20200912,11,40.24,39,39,39,39,"1,250",39,39,39,59,39,39,39,39,59,39,39,39,39,39,
20200912,12,37.35,37,37,37,37,"1,250",37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200912,13,38.05,38,38,38,38,"1,250",38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200912,14,37.72,38,38,38,38,"1,250",38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200912,15,36.72,37,37,37,37,"1,250",37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200912,16,36.76,36,36,36,36,"1,250",36,36,36,47,36,36,36,36,47,36,36,36,36,36,
20200912,17,38.35,37,37,37,37,"1,250",37,37,37,59,37,37,37,37,59,37,37,37,37,37,
20200912,18,40.69,39,39,39,40,"1,250",40,39,40,61,40,39,40,40,61,39,40,39,39,39,
20200912,19,47.56,45,45,45,45,"1,250",45,45,45,83,45,45,45,45,83,45,45,45,45,45,
20200912,20,52.60,49,49,52,52,"1,250",52,49,52,83,52,49,52,52,83,49,52,49,49,49,
20200912,21,55.75,50,50,58,58,"1,250",58,50,58,84,58,50,58,58,84,50,58,50,50,50,
20200912,22,49.58,47,47,47,47,"1,250",47,47,47,83,47,47,47,47,83,47,47,47,47,47,
20200912,23,44.16,43,43,43,43,"1,250",43,43,43,60,43,43,43,43,60,43,43,43,43,43,
20200912,24,40.08,39,39,39,39,"1,250",39,39,39,59,39,39,39,39,59,39,39,39,39,39,
20200913,1,40.50,38,38,38,42,"1,250",42,38,42,59,42,38,42,42,59,38,42,38,38,38,
20200913,2,39.53,37,37,37,42,"1,250",42,37,42,48,42,37,42,42,48,37,42,37,37,37,
20200913,3,35.13,34,34,34,37,"1,250",37,34,37,37,37,34,37,37,37,34,37,34,34,34,
20200913,4,34.65,34,34,34,36,"1,250",36,34,36,36,36,34,36,36,36,34,36,34,34,34,
20200913,5,36.65,34,34,34,42,"1,250",42,34,42,42,42,34,42,42,42,34,42,34,34,34,
20200913,6,36.78,34,34,34,42,"1,250",42,34,42,42,42,34,42,42,42,34,42,34,34,34,
20200913,7,36.74,37,37,37,37,"1,250",37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200913,8,33.31,33,33,33,33,"1,250",33,33,33,33,33,33,33,33,33,33,33,33,33,33,
20200913,9,32.08,32,32,32,32,"1,250",32,32,32,32,32,32,32,32,32,32,32,32,32,32,
20200913,10,31.05,31,31,31,31,"1,250",31,31,31,31,31,31,31,31,31,31,31,31,31,31,
20200913,11,31.15,31,31,31,31,"1,250",31,31,31,31,31,31,31,31,31,31,31,31,31,31,
20200913,12,32.00,32,32,32,32,"1,250",32,32,32,32,32,32,32,32,32,32,32,32,32,32,
20200913,13,33.14,33,33,33,33,"1,250",33,33,33,33,33,33,33,33,33,33,33,33,33,33,
20200913,14,32.26,32,32,32,32,"1,250",32,32,32,32,32,32,32,32,32,32,32,32,32,32,
20200913,15,30.54,31,31,31,31,"1,250",31,31,31,31,31,31,31,31,31,31,31,31,31,31,
20200913,16,30.45,30,30,30,30,"1,250",30,30,30,30,30,30,30,30,30,30,30,30,30,30,
20200913,17,30.92,31,31,31,31,"1,250",31,31,31,31,31,31,31,31,31,31,31,31,31,31,
20200913,18,37.03,36,36,36,36,"1,250",36,36,36,51,36,36,36,36,51,36,36,36,36,36,
20200913,19,41.25,40,40,40,40,"1,250",40,40,40,59,40,40,40,40,59,40,40,40,40,40,
20200913,20,50.88,49,49,49,49,"1,250",49,49,49,82,49,49,49,49,82,49,49,49,49,49,
20200913,21,53.14,51,51,51,51,"1,250",51,51,51,83,51,51,51,51,83,51,51,51,51,51,
20200913,22,50.42,48,48,48,48,"1,250",48,48,48,82,48,48,48,48,82,48,48,48,48,48,
20200913,23,44.54,44,44,44,44,"1,250",44,44,44,59,44,44,44,44,59,44,44,44,44,44,
20200913,24,41.06,40,40,40,40,"1,250",40,40,40,59,40,40,40,40,59,40,40,40,40,40,
20200914,1,39.80,39,39,39,42,"1,250",42,39,42,42,42,39,42,42,42,39,42,39,39,39,
20200914,2,38.81,37,37,37,42,"1,250",42,37,42,42,42,37,42,42,42,37,42,37,37,37,
20200914,3,32.90,33,33,33,33,"1,250",33,33,33,33,33,33,33,33,33,33,33,33,33,33,
20200914,4,32.35,32,32,32,32,"1,250",32,32,32,32,32,32,32,32,32,32,32,32,32,32,
20200914,5,32.32,32,32,32,32,"1,250",32,32,32,32,32,32,32,32,32,32,32,32,32,32,
20200914,6,37.67,38,38,38,38,"1,250",38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200914,7,50.00,50,50,50,50,"1,250",50,50,50,50,50,50,50,50,50,50,50,50,50,50,
20200914,8,58.37,58,58,58,58,"1,250",58,58,58,59,58,58,58,58,59,58,58,58,58,58,
20200914,9,63.30,62,62,62,62,"1,250",62,62,62,84,62,62,62,62,84,62,62,62,62,62,
20200914,10,56.70,56,56,56,53,"1,250",53,56,53,84,53,56,53,53,84,56,53,56,56,56,
20200914,11,53.84,52,52,52,52,"1,250",52,52,52,84,52,52,52,52,84,52,52,52,52,52,
20200914,12,51.21,49,49,49,49,"1,250",49,49,49,84,49,49,49,49,84,49,49,49,49,49,
20200914,13,52.09,50,50,50,50,"1,250",50,50,50,84,50,50,50,50,84,50,50,50,50,50,
20200914,14,50.06,48,48,48,48,"1,250",48,48,48,84,48,48,48,48,84,48,48,48,48,48,
20200914,15,55.22,54,54,54,53,"1,250",53,54,53,84,53,54,53,53,84,54,53,54,54,54,
20200914,16,54.19,52,52,52,52,"1,250",52,52,52,84,52,52,52,52,84,52,52,52,52,52,
20200914,17,55.96,55,55,55,55,"1,250",55,55,55,72,55,55,55,55,72,55,55,55,55,55,
20200914,18,68.64,66,66,66,66,"1,250",66,66,66,105,66,66,66,66,105,66,66,66,66,66,
20200914,19,76.63,75,75,75,75,"1,250",75,75,75,105,75,75,75,75,105,75,75,75,75,75,
20200914,20,85.61,84,84,84,84,"1,250",84,84,84,105,84,84,84,84,105,84,84,84,84,84,
20200914,21,85.65,84,84,84,84,"1,250",84,84,84,105,84,84,84,84,105,84,84,84,84,84,
20200914,22,68.75,66,66,66,66,"1,250",66,66,66,105,66,66,66,66,105,66,66,66,66,66,
20200914,23,57.25,54,54,54,54,"1,250",54,54,54,105,54,54,54,54,105,54,54,54,54,54,
20200914,24,50.35,48,48,48,48,"1,250",48,48,48,84,48,48,48,48,84,48,48,48,48,48,
20200915,1,47.26,45,45,45,45,"1,250",45,45,45,83,45,45,45,45,83,45,45,45,45,45,
20200915,2,43.67,41,41,41,41,"1,250",41,41,41,83,41,41,41,41,83,41,41,41,41,41,
20200915,3,41.89,39,39,39,39,"1,250",39,39,39,82,39,39,39,39,82,39,39,39,39,39,
20200915,4,40.54,38,38,38,38,"1,250",38,38,38,82,38,38,38,38,82,38,38,38,38,38,
20200915,5,40.48,39,39,39,39,"1,250",39,39,39,69,39,39,39,39,69,39,39,39,39,39,
20200915,6,44.07,42,42,42,42,"1,250",42,42,42,79,42,42,42,42,79,42,42,42,42,42,
20200915,7,55.58,54,54,54,54,"1,250",54,54,54,83,54,54,54,54,83,54,54,54,54,54,
20200915,8,75.37,75,75,75,75,"1,250",75,75,75,84,75,75,75,75,84,75,75,75,75,75,
20200915,9,83.80,84,84,84,84,"1,250",84,84,77,84,84,84,77,84,84,84,77,84,84,84,
20200915,10,77.80,78,78,78,78,"1,250",78,78,75,84,78,78,75,78,84,78,75,78,78,78,
20200915,11,70.37,70,70,70,70,"1,250",70,70,70,84,70,70,70,70,84,70,70,70,70,70,
20200915,12,64.42,63,63,63,63,"1,250",63,63,63,84,63,63,63,63,84,63,63,63,63,63,
20200915,13,59.55,58,58,58,58,"1,250",58,58,58,84,58,58,58,58,84,58,58,58,58,58,
20200915,14,65.18,64,64,64,63,"1,250",63,64,63,83,63,64,63,63,83,64,63,64,64,64,
20200915,15,64.50,63,63,63,63,"1,250",63,63,63,83,63,63,63,63,83,63,63,63,63,63,
20200915,16,67.56,67,67,67,67,"1,250",67,67,67,84,67,67,67,67,84,67,67,67,67,67,
20200915,17,70.82,70,70,70,70,"1,250",70,70,70,84,70,70,70,70,84,70,70,70,70,70,
20200915,18,83.99,83,83,83,83,"1,250",83,83,83,105,83,83,83,83,105,83,83,83,83,83,
20200915,19,105.00,105,105,105,105,"1,250",105,105,105,105,105,105,105,105,105,105,105,105,105,105,
20200915,20,162.57,163,163,163,163,"1,250",163,163,163,155,163,163,163,163,155,163,163,163,163,163,
20200915,21,148.18,148,148,148,148,"1,250",148,148,148,148,148,148,148,148,148,148,148,148,148,148,
20200915,22,79.36,78,78,78,78,"1,250",78,78,78,105,78,78,78,78,105,78,78,78,78,78,
20200915,23,66.05,63,63,63,63,"1,250",63,63,63,105,63,63,63,63,105,63,63,63,63,63,
20200915,24,53.60,52,52,52,52,"1,250",52,52,52,84,52,52,52,52,84,52,52,52,52,52,
20200916,1,52.11,50,50,50,50,"1,250",50,50,50,82,50,50,50,50,82,50,50,50,50,50,
20200916,2,48.51,46,46,46,46,"1,250",46,46,46,82,46,46,46,46,82,46,46,46,46,46,
20200916,3,47.36,45,45,45,45,"1,250",45,45,45,82,45,45,45,45,82,45,45,45,45,45,
20200916,4,44.38,43,43,43,43,"1,250",43,43,43,70,43,43,43,43,70,43,43,43,43,43,
20200916,5,44.33,43,43,43,43,"1,250",43,43,43,70,43,43,43,43,70,43,43,43,43,43,
20200916,6,48.30,46,46,46,46,"1,250",46,46,46,80,46,46,46,46,80,46,46,46,46,46,
20200916,7,61.21,60,60,60,60,"1,250",60,60,60,82,60,60,60,60,82,60,60,60,60,60,
20200916,8,75.08,75,75,75,75,"1,250",75,75,75,84,75,75,75,75,84,75,75,75,75,75,
20200916,9,81.48,84,84,84,75,"1,250",75,84,75,76,75,84,75,75,76,84,75,84,84,84,
20200916,10,74.94,75,75,75,75,"1,250",75,75,75,76,75,75,75,75,76,75,75,75,75,75,
20200916,11,66.30,65,65,65,65,"1,250",65,65,65,84,65,65,65,65,84,65,65,65,65,65,
20200916,12,59.42,60,60,60,53,"1,250",53,60,53,84,53,60,53,53,84,60,53,60,60,60,
20200916,13,55.79,55,55,55,52,"1,250",52,55,52,83,52,55,52,52,83,55,52,55,55,55,
20200916,14,55.71,55,55,55,52,"1,250",52,55,52,82,52,55,52,52,82,55,52,55,55,55,
20200916,15,58.95,58,58,58,58,"1,250",58,58,58,82,58,58,58,58,82,58,58,58,58,58,
20200916,16,55.52,54,54,54,54,"1,250",54,54,54,82,54,54,54,54,82,54,54,54,54,54,
20200916,17,59.30,58,58,58,58,"1,250",58,58,58,84,58,58,58,58,84,58,58,58,58,58,
20200916,18,61.15,60,60,60,60,"1,250",60,60,60,80,60,60,60,60,80,60,60,60,60,60,
20200916,19,70.56,68,68,68,68,"1,250",68,68,68,105,68,68,68,68,105,68,68,68,68,68,
20200916,20,76.63,75,75,75,75,"1,250",75,75,75,105,75,75,75,75,105,75,75,75,75,75,
20200916,21,76.42,75,75,75,75,"1,250",75,75,75,105,75,75,75,75,105,75,75,75,75,75,
20200916,22,58.03,55,55,55,55,"1,250",55,55,55,105,55,55,55,55,105,55,55,55,55,55,
20200916,23,50.47,49,49,49,49,"1,250",49,49,49,76,49,49,49,49,76,49,49,49,49,49,
20200916,24,46.55,44,44,44,44,"1,250",44,44,44,82,44,44,44,44,82,44,44,44,44,44,
20200917,1,47.72,46,46,46,46,"1,250",46,46,46,82,46,46,46,46,82,46,46,46,46,46,
20200917,2,43.55,42,42,42,42,"1,250",42,42,42,68,42,42,42,42,68,42,42,42,42,42,
20200917,3,41.45,41,41,41,41,"1,250",41,41,41,50,41,41,41,41,50,41,41,41,41,41,
20200917,4,37.86,38,38,38,38,"1,250",38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200917,5,37.86,38,38,38,38,"1,250",38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200917,6,38.52,39,39,39,39,"1,250",39,39,39,39,39,39,39,39,39,39,39,39,39,39,
20200917,7,49.08,48,48,48,48,"1,250",48,48,48,68,48,48,48,48,68,48,48,48,48,48,
20200917,8,58.64,57,57,57,57,"1,250",57,57,57,82,57,57,57,57,82,57,57,57,57,57,
20200917,9,62.31,62,62,62,62,"1,250",62,62,62,71,62,62,62,62,71,62,62,62,62,62,
20200917,10,57.22,56,56,56,56,"1,250",56,56,56,82,56,56,56,56,82,56,56,56,56,56,
20200917,11,55.26,54,54,54,54,"1,250",54,54,54,82,54,54,54,54,82,54,54,54,54,54,
20200917,12,52.91,52,52,52,52,"1,250",52,52,52,68,52,52,52,52,68,52,52,52,52,52,
20200917,13,51.01,50,50,50,50,"1,250",50,50,50,68,50,50,50,50,68,50,50,50,50,50,
20200917,14,50.04,50,50,50,50,"1,250",50,50,50,53,50,50,50,50,53,50,50,50,50,50,
20200917,15,51.07,50,50,50,50,"1,250",50,50,50,62,50,50,50,50,62,50,50,50,50,50,
20200917,16,51.15,50,50,50,50,"1,250",50,50,50,68,50,50,50,50,68,50,50,50,50,50,
20200917,17,54.85,54,54,54,54,"1,250",54,54,54,70,54,54,54,54,70,54,54,54,54,54,
20200917,18,57.89,56,56,56,56,"1,250",56,56,56,82,56,56,56,56,82,56,56,56,56,56,
20200917,19,67.53,67,67,67,67,"1,250",67,67,67,84,67,67,67,67,84,67,67,67,67,67,
20200917,20,79.24,80,80,80,80,"1,250",80,80,75,77,80,80,75,80,77,80,75,80,80,80,
20200917,21,66.94,66,66,66,66,"1,250",66,66,66,77,66,66,66,66,77,66,66,66,66,66,
20200917,22,54.95,54,54,54,54,"1,250",54,54,54,77,54,54,54,54,77,54,54,54,54,54,
20200917,23,50.06,48,48,48,48,"1,250",48,48,48,84,48,48,48,48,84,48,48,48,48,48,
20200917,24,44.37,42,42,42,42,"1,250",42,42,42,82,42,42,42,42,82,42,42,42,42,42,
20200918,1,41.68,40,40,40,40,"1,250",40,40,40,73,40,40,40,40,73,40,40,40,40,40,
20200918,2,37.62,37,37,37,37,"1,250",37,37,37,50,37,37,37,37,50,37,37,37,37,37,
20200918,3,34.93,35,35,35,35,"1,250",35,35,35,35,35,35,35,35,35,35,35,35,35,35,
20200918,4,34.51,35,35,35,35,"1,250",35,35,35,35,35,35,35,35,35,35,35,35,35,35,
20200918,5,34.20,34,34,34,34,"1,250",34,34,34,34,34,34,34,34,34,34,34,34,34,34,
20200918,6,36.90,37,37,37,37,"1,250",37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200918,7,46.38,45,45,45,45,"1,250",45,45,45,70,45,45,45,45,70,45,45,45,45,45,
20200918,8,54.56,53,53,53,53,"1,250",53,53,52,83,53,53,52,53,83,53,52,53,53,53,
20200918,9,58.23,58,58,58,58,"1,250",58,58,42,83,58,58,42,58,83,58,42,58,58,58,
20200918,10,53.23,53,53,53,51,"1,250",51,53,41,83,51,53,41,51,83,53,41,53,53,53,
20200918,11,48.68,48,48,48,48,"1,250",48,48,30,81,48,48,30,48,81,48,30,48,48,48,
20200918,12,46.95,47,47,47,46,"1,250",46,47,30,73,46,47,30,46,73,47,30,47,47,47,
20200918,13,45.47,46,46,46,44,"1,250",44,46,30,70,44,46,30,44,70,46,30,46,46,46,
20200918,14,43.46,44,44,44,44,"1,250",44,44,30,53,44,44,30,44,53,44,30,44,44,44,
20200918,15,42.49,43,43,43,43,"1,250",43,43,30,53,43,43,30,43,53,43,30,43,43,43,
20200918,16,44.39,44,44,44,44,"1,250",44,44,30,70,44,44,30,44,70,44,30,44,44,44,
20200918,17,47.07,46,46,46,46,"1,250",46,46,41,73,46,46,41,46,73,46,41,46,46,46,
20200918,18,49.23,48,48,48,48,"1,250",48,48,43,83,48,48,43,48,83,48,43,48,48,48,
20200918,19,54.69,53,53,53,53,"1,250",53,53,53,80,53,53,53,53,80,53,53,53,53,53,
20200918,20,59.01,56,56,56,56,"1,250",56,56,56,101,56,56,56,56,101,56,56,56,56,56,
20200918,21,55.29,52,52,52,52,"1,250",52,52,52,101,52,52,52,52,101,52,52,52,52,52,
20200918,22,49.90,48,48,48,48,"1,250",48,48,48,78,48,48,48,48,78,48,48,48,48,48,
20200918,23,45.10,43,43,43,43,"1,250",43,43,43,78,43,43,43,43,78,43,43,43,43,43,
20200918,24,42.84,40,40,40,40,"1,250",40,40,40,83,40,40,40,40,83,40,40,40,40,40,
20200919,1,41.96,40,40,40,40,"1,250",40,40,40,72,40,40,40,40,72,40,40,40,40,40,
20200919,2,40.37,38,38,38,38,"1,250",38,38,38,72,38,38,38,38,72,38,38,38,38,38,
20200919,3,37.58,35,35,35,35,"1,250",35,35,35,70,35,35,35,35,70,35,35,35,35,35,
20200919,4,35.29,34,34,34,34,"1,250",34,34,34,56,34,34,34,34,56,34,34,34,34,34,
20200919,5,34.72,33,33,33,33,"1,250",33,33,33,56,33,33,33,33,56,33,33,33,33,33,
20200919,6,36.16,34,34,34,34,"1,250",34,34,34,70,34,34,34,34,70,34,34,34,34,34,
20200919,7,38.24,36,36,36,36,"1,250",36,36,36,72,36,36,36,36,72,36,36,36,36,36,
20200919,8,41.78,39,39,39,39,"1,250",39,39,39,83,39,39,39,39,83,39,39,39,39,39,
20200919,9,42.59,40,40,40,40,"1,250",40,40,40,83,40,40,40,40,83,40,40,40,40,40,
20200919,10,43.23,40,40,40,40,"1,250",40,40,40,83,40,40,40,40,83,40,40,40,40,40,
20200919,11,43.16,40,40,40,40,"1,250",40,40,40,83,40,40,40,40,83,40,40,40,40,40,
20200919,12,42.43,40,40,40,40,"1,250",40,40,40,82,40,40,40,40,82,40,40,40,40,40,
20200919,13,41.18,39,39,39,39,"1,250",39,39,39,72,39,39,39,39,72,39,39,39,39,39,
20200919,14,39.22,37,37,37,37,"1,250",37,37,37,70,37,37,37,37,70,37,37,37,37,37,
20200919,15,38.12,36,36,36,36,"1,250",36,36,36,70,36,36,36,36,70,36,36,36,36,36,
20200919,16,37.81,35,35,35,35,"1,250",35,35,35,72,35,35,35,35,72,35,35,35,35,35,
20200919,17,39.34,36,36,36,36,"1,250",36,36,36,83,36,36,36,36,83,36,36,36,36,36,
20200919,18,43.79,41,41,41,41,"1,250",41,41,41,84,41,41,41,41,84,41,41,41,41,41,
20200919,19,50.03,48,48,48,48,"1,250",48,48,48,77,48,48,48,48,77,48,48,48,48,48,
20200919,20,54.59,51,51,51,51,"1,250",51,51,51,101,51,51,51,51,101,51,51,51,51,51,
20200919,21,54.93,51,51,51,51,"1,250",51,51,51,105,51,51,51,51,105,51,51,51,51,51,
20200919,22,47.99,46,46,46,46,"1,250",46,46,46,75,46,46,46,46,75,46,46,46,46,46,
20200919,23,44.27,42,42,42,42,"1,250",42,42,42,75,42,42,42,42,75,42,42,42,42,42,
20200919,24,42.76,40,40,40,40,"1,250",40,40,40,83,40,40,40,40,83,40,40,40,40,40,
20200920,1,43.77,40,40,40,41,"1,250",41,40,41,83,41,40,41,41,83,40,41,40,40,40,
20200920,2,41.63,37,37,37,41,"1,250",41,37,41,83,41,37,41,41,83,37,41,37,37,37,
20200920,3,40.83,35,35,35,42,"1,250",42,35,42,83,42,35,42,42,83,35,42,35,35,35,
20200920,4,40.11,34,34,34,42,"1,250",42,34,42,82,42,34,42,42,82,34,42,34,34,34,
20200920,5,39.68,34,34,34,41,"1,250",41,34,41,82,41,34,41,41,82,34,41,34,34,34,
20200920,6,39.83,34,34,34,42,"1,250",42,34,42,82,42,34,42,42,82,34,42,34,34,34,
20200920,7,40.13,35,35,35,42,"1,250",42,35,42,82,42,35,42,42,82,35,42,35,35,35,
20200920,8,40.04,35,35,35,42,"1,250",42,35,42,83,42,35,42,42,83,35,42,35,35,35,
20200920,9,38.50,35,35,35,35,"1,250",35,35,35,83,35,35,35,35,83,35,35,35,35,35,
20200920,10,40.12,37,37,37,37,"1,250",37,37,37,83,37,37,37,37,83,37,37,37,37,37,
20200920,11,37.77,34,34,34,34,"1,250",34,34,34,83,34,34,34,34,83,34,34,34,34,34,
20200920,12,40.22,37,37,37,37,"1,250",37,37,37,82,37,37,37,37,82,37,37,37,37,37,
20200920,13,39.66,36,36,36,36,"1,250",36,36,36,82,36,36,36,36,82,36,36,36,36,36,
20200920,14,35.99,33,33,33,33,"1,250",33,33,33,72,33,33,33,33,72,33,33,33,33,33,
20200920,15,36.45,34,34,34,34,"1,250",34,34,34,70,34,34,34,34,70,34,34,34,34,34,
20200920,16,35.71,33,33,33,33,"1,250",33,33,33,72,33,33,33,33,72,33,33,33,33,33,
20200920,17,37.70,34,34,34,34,"1,250",34,34,34,83,34,34,34,34,83,34,34,34,34,34,
20200920,18,41.63,38,38,38,38,"1,250",38,38,38,84,38,38,38,38,84,38,38,38,38,38,
20200920,19,48.70,46,46,46,46,"1,250",46,46,46,84,46,46,46,46,84,46,46,46,46,46,
20200920,20,55.19,52,52,52,52,"1,250",52,52,52,101,52,52,52,52,101,52,52,52,52,52,
20200920,21,55.71,52,52,52,52,"1,250",52,52,52,105,52,52,52,52,105,52,52,52,52,52,
20200920,22,53.65,50,50,50,50,"1,250",50,50,50,101,50,50,50,50,101,50,50,50,50,50,
20200920,23,48.62,46,46,46,46,"1,250",46,46,46,81,46,46,46,46,81,46,46,46,46,46,
20200920,24,44.93,42,42,42,42,"1,250",42,42,42,83,42,42,42,42,83,42,42,42,42,42,
20200921,1,40.60,37,37,37,37,"1,250",37,37,37,82,37,37,37,37,82,37,37,37,37,37,
20200921,2,38.93,36,36,36,36,"1,250",36,36,36,82,36,36,36,36,82,36,36,36,36,36,
20200921,3,38.92,36,36,36,36,"1,250",36,36,36,82,36,36,36,36,82,36,36,36,36,36,
20200921,4,38.77,35,35,35,35,"1,250",35,35,35,82,35,35,35,35,82,35,35,35,35,35,
20200921,5,38.78,36,36,36,36,"1,250",36,36,36,82,36,36,36,36,82,36,36,36,36,36,
20200921,6,44.62,42,42,42,42,"1,250",42,42,42,82,42,42,42,42,82,42,42,42,42,42,
20200921,7,55.22,53,53,53,53,"1,250",53,53,53,82,53,53,53,53,82,53,53,53,53,53,
20200921,8,73.21,73,73,73,73,"1,250",73,73,73,84,73,73,73,73,84,73,73,73,73,73,
20200921,9,73.87,73,73,73,73,"1,250",73,73,73,84,73,73,73,73,84,73,73,73,73,73,
20200921,10,72.80,72,72,72,72,"1,250",72,72,72,84,72,72,72,72,84,72,72,72,72,72,
20200921,11,66.26,65,65,65,65,"1,250",65,65,65,82,65,65,65,65,82,65,65,65,65,65,
20200921,12,67.47,67,67,67,67,"1,250",67,67,67,82,67,67,67,67,82,67,67,67,67,67,
20200921,13,64.16,63,63,63,63,"1,250",63,63,63,82,63,63,63,63,82,63,63,63,63,63,
20200921,14,57.49,56,56,56,56,"1,250",56,56,56,82,56,56,56,56,82,56,56,56,56,56,
20200921,15,56.59,55,55,55,55,"1,250",55,55,55,82,55,55,55,55,82,55,55,55,55,55,
20200921,16,54.19,52,52,52,52,"1,250",52,52,52,82,52,52,52,52,82,52,52,52,52,52,
20200921,17,57.69,56,56,56,56,"1,250",56,56,56,84,56,56,56,56,84,56,56,56,56,56,
20200921,18,66.20,65,65,65,65,"1,250",65,65,65,84,65,65,65,65,84,65,65,65,65,65,
20200921,19,76.15,74,74,74,74,"1,250",74,74,74,103,74,74,74,74,103,74,74,74,74,74,
20200921,20,85.83,84,84,84,84,"1,250",84,84,84,107,84,84,84,84,107,84,84,84,84,84,
20200921,21,85.86,84,84,84,84,"1,250",84,84,84,107,84,84,84,84,107,84,84,84,84,84,
20200921,22,65.45,63,63,63,63,"1,250",63,63,63,107,63,63,63,63,107,63,63,63,63,63,
20200921,23,59.98,57,57,57,57,"1,250",57,57,57,103,57,57,57,57,103,57,57,57,57,57,
20200921,24,52.21,50,50,50,50,"1,250",50,50,50,84,50,50,50,50,84,50,50,50,50,50,
20200922,1,49.59,47,47,47,47,"1,250",47,47,47,83,47,47,47,47,83,47,47,47,47,47,
20200922,2,45.38,43,43,43,43,"1,250",43,43,43,82,43,43,43,43,82,43,43,43,43,43,
20200922,3,44.02,41,41,41,41,"1,250",41,41,41,82,41,41,41,41,82,41,41,41,41,41,
20200922,4,42.76,40,40,40,40,"1,250",40,40,40,82,40,40,40,40,82,40,40,40,40,40,
20200922,5,42.73,40,40,40,40,"1,250",40,40,40,82,40,40,40,40,82,40,40,40,40,40,
20200922,6,46.36,44,44,44,44,"1,250",44,44,44,82,44,44,44,44,82,44,44,44,44,44,
20200922,7,54.76,53,53,53,53,"1,250",53,53,53,83,53,53,53,53,83,53,53,53,53,53,
20200922,8,73.55,73,73,73,73,"1,250",73,73,73,84,73,73,73,73,84,73,73,73,73,73,
20200922,9,73.74,73,73,73,73,"1,250",73,73,73,84,73,73,73,73,84,73,73,73,73,73,
20200922,10,70.74,70,70,70,70,"1,250",70,70,70,84,70,70,70,70,84,70,70,70,70,70,
20200922,11,59.72,59,59,59,59,"1,250",59,59,50,84,59,59,50,59,84,59,50,59,59,59,
20200922,12,62.34,63,63,63,63,"1,250",63,63,44,83,63,63,44,63,83,63,44,63,63,63,
20200922,13,55.70,55,55,55,55,"1,250",55,55,42,83,55,55,42,55,83,55,42,55,55,55,
20200922,14,52.89,52,52,52,52,"1,250",52,52,42,83,52,52,42,52,83,52,42,52,52,52,
20200922,15,53.92,53,53,53,53,"1,250",53,53,42,83,53,53,42,53,83,53,42,53,53,53,
