DAY,HOUR,PUN INDEX GME,AUST,BRNN,CNOR,COAC,CORS,CSUD,FOGN,FRAN,GREC,MFTV,NORD,PRGP,ROSN,SARD,SICI,SLOV,SUD,SVIZ
20091120,15,59.18,55,54.7,55,55,55,55,54.7,55,54.7,55,55,135.45,54.7,55,135.45,55,54.7,55
20091120,16,60.98,56.78,56.78,56.78,58.48,56.78,56.78,56.78,56.78,56.78,56.78,56.78,135.45,56.78,58.48,135.45,56.78,56.78,56.78
20091120,17,66.64,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,151.26,61.75,61.75,151.26,61.75,61.75,61.75
20091120,18,83.35,78,78,78,90.25,78,78,78,78,78,78,78,162.75,78,90.25,162.75,78,78,78
20091120,19,72.97,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,162.75,67.2,67.2,162.75,67.2,67.2,67.2
20091120,20,68.44,60.1,60.1,60.1,115,60.1,60.1,60.1,60.1,60.1,60.1,60.1,162.75,60.1,115,162.75,60.1,60.1,60.1
20091120,21,63.42,56.78,56.78,56.78,58,56.78,56.78,56.78,56.78,56.78,56.78,56.78,160,56.78,58,160,56.78,56.78,56.78
20091120,22,59.34,53,53,53,53,53,53,53,53,53,53,53,152.85,53,53,152.85,53,53,53
20091120,23,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
20091120,24,47.53,45.13,45.13,45.13,44.7,44.7,45.13,45.13,45.13,45.13,45.13,45.13,83.8,45.13,44.7,83.8,45.13,45.13,45.13
20091121,1,45.8,45.85,45.85,45.85,45.9,45.85,45.85,45.85,45.85,45.85,45.85,45.85,45,45.85,45.9,45,45.85,45.85,45.85
20091121,2,42.82,42.76,42.76,42.76,44.22,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,42.76,44.22,42.76,42.76,42.76,42.76
20091121,3,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22
20091121,4,41.15,41.02,41.02,41.02,44.22,41.02,41.02,41.02,41.02,41.02,41.02,41.02,41.02,41.02,44.22,41.02,41.02,41.02,41.02
20091121,5,41.62,41.51,41.51,41.51,44.22,41.51,41.51,41.51,41.51,41.51,41.51,41.51,41.51,41.51,44.22,41.51,41.51,41.51,41.51
20091121,6,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22
20091121,7,45.84,45,45,45,44.7,44.7,45,45,45,45,45,45,60.03,45,44.7,60.03,45,45,45
20091121,8,54.18,51,51,51,51,51,51,51,51,51,51,51,105,51,51,105,51,51,51
20091121,9,59.87,55,55,55,55,55,55,55,55,55,55,55,135.45,55,55,135.45,55,55,55
20091121,10,61.85,57.06,57.06,57.06,57.06,57.06,57.06,57.06,57.06,57.06,57.06,57.06,135,57.06,57.06,135,57.06,57.06,57.06
20091121,11,64.54,59.92,59.92,59.92,59.92,59.92,59.92,59.92,59.92,59.92,59.92,59.92,135.45,59.92,59.92,135.45,59.92,59.92,59.92
20091121,12,60.97,56.14,56.14,56.14,56.14,56.14,56.14,56.14,56.14,56.14,56.14,56.14,135.45,56.14,56.14,135.45,56.14,56.14,56.14
20091121,13,58.16,53,53,53,53,53,53,53,53,53,53,53,135,53,53,135,53,53,53
20091121,14,53.37,48.5,48.5,48.5,47.41,47.41,48.5,48.5,48.5,48.5,48.5,48.5,127,48.5,47.41,127,48.5,48.5,48.5
20091121,15,53.14,48.27,48.27,48.27,46.84,46.84,48.27,48.27,48.27,48.27,48.27,48.27,127,48.27,46.84,127,48.27,48.27,48.27
20091121,16,54.44,49.66,49.66,49.66,47.46,47.46,49.66,49.66,49.66,49.66,49.66,49.66,127,49.66,47.46,127,49.66,49.66,49.66
20091121,17,57.35,52,52,52,51.5,51.5,52,52,52,52,52,52,135.45,52,51.5,135.45,52,52,52
20091121,18,70.64,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98,64.98,150,64.98,64.98,150,64.98,64.98,64.98
20091121,19,78.92,74.93,74.93,74.93,74.93,74.93,74.93,74.93,74.93,74.93,74.93,74.93,135.45,74.93,74.93,135.45,74.93,74.93,74.93
20091121,20,74.25,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,150,68.88,68.88,150,68.88,68.88,68.88
20091121,21,67.83,63,63,63,63,63,63,63,63,63,63,63,135.45,63,63,135.45,63,63,63
20091121,22,59.63,54.26,54.26,54.26,55.59,54.26,54.26,54.26,54.26,54.26,54.26,54.26,135.45,54.26,55.59,135.45,54.26,54.26,54.26
20091121,23,52.63,52.68,52.68,52.68,51.56,51.56,52.68,52.68,52.68,52.68,52.68,52.68,52.68,52.68,51.56,52.68,52.68,52.68,52.68
20091121,24,46.82,46.82,46.82,46.82,46.82,46.82,46.82,46.82,46.82,46.82,46.82,46.82,46.82,46.82,46.82,46.82,46.82,46.82,46.82
20091122,1,45.02,45,45,45,45.48,45,45,45,45,45,45,45,45,45,45.48,45,45,45,45
20091122,2,36.84,36.5,36.5,36.5,44.22,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,44.22,36.5,36.5,36.5,36.5
20091122,3,31.48,30.9,30.9,30.9,44.22,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,44.22,30.9,30.9,30.9,30.9
20091122,4,26.32,25.5,25.5,25.5,44.22,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,44.22,25.5,25.5,25.5,25.5
20091122,5,24.55,23.65,23.65,23.65,44.22,23.65,23.65,23.65,23.65,23.65,23.65,23.65,23.65,23.65,44.22,23.65,23.65,23.65,23.65
20091122,6,26.34,25.52,25.52,25.52,44.22,25.52,25.52,25.52,25.52,25.52,25.52,25.52,25.52,25.52,44.22,25.52,25.52,25.52,25.52
20091122,7,33.41,33.41,33.41,33.41,33.41,33.41,33.41,33.41,33.41,33.41,33.41,33.41,33.41,33.41,33.41,33.41,33.41,33.41,33.41
20091122,8,29.51,29.51,29.51,29.51,29.51,29.51,29.51,29.51,29.51,29.51,29.51,29.51,29.51,29.51,29.51,29.51,29.51,29.51,29.51
20091122,9,39.27,39,39,39,45.1,39,39,39,39,39,39,39,39,39,45.1,39,39,39,39
20091122,10,52.23,47.55,47.55,47.55,48.5,47.55,47.55,47.55,47.55,47.55,47.55,47.55,115.02,47.55,48.5,115.02,47.55,47.55,47.55
20091122,11,57.49,52,52,52,53.01,52,52,52,52,52,52,52,131.8,52,53.01,131.8,52,52,52
20091122,12,60.44,55.1,55.1,55.1,59,55.1,55.1,55.1,55.1,55.1,55.1,55.1,131.8,55.1,59,131.8,55.1,55.1,55.1
20091122,13,60.33,55,55,55,58.02,55,55,55,55,55,55,55,131.8,55,58.02,131.8,55,55,55
20091122,14,51.52,46.97,46.97,46.97,48.5,46.97,46.97,46.97,46.97,46.97,46.97,46.97,115,46.97,48.5,115,46.97,46.97,46.97
20091122,15,45.38,45.3,45.3,45.3,47.22,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,47.22,45.3,45.3,45.3,45.3
20091122,16,45.69,45.57,45.57,45.57,48,45.57,45.57,45.57,45.57,45.57,45.57,45.57,45.9,45.57,48,45.9,45.57,45.57,45.57
20091122,17,55.43,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,51.3,115.01,51.3,51.3,115.01,51.3,51.3,51.3
20091122,18,68.61,65.07,65.07,65.07,70,65.07,65.07,65.07,65.07,65.07,65.07,65.07,115,65.07,70,115,65.07,65.07,65.07
20091122,19,79,75.07,75.07,75.07,79.5,75.07,75.07,75.07,75.07,75.07,75.07,75.07,131.8,75.07,79.5,131.8,75.07,75.07,75.07
20091122,20,77.92,75.08,75.08,75.08,80.5,75.08,75.08,75.08,75.08,75.08,75.08,75.08,115.01,75.08,80.5,115.01,75.08,75.08,75.08
20091122,21,72.87,70.02,70.02,70.02,74.86,70.02,70.02,70.02,70.02,70.02,70.02,70.02,110,70.02,74.86,110,70.02,70.02,70.02
20091122,22,63.36,63.07,63.07,63.07,69.95,63.07,63.07,63.07,63.07,63.07,63.07,63.07,63.07,63.07,69.95,63.07,63.07,63.07,63.07
20091122,23,55.45,55.25,55.25,55.25,60.01,55.25,55.25,55.25,55.25,55.25,55.25,55.25,55.25,55.25,60.01,55.25,55.25,55.25,55.25
20091122,24,45.65,45.65,45.65,45.65,45.65,45.65,45.65,45.65,45.65,45.65,45.65,45.65,45.65,45.65,45.65,45.65,45.65,45.65,45.65
20091123,1,32.43,31.89,31.89,31.89,44.22,31.89,31.89,31.89,31.89,31.89,31.89,31.89,31.89,31.89,44.22,31.89,31.89,31.89,31.89
20091123,2,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66,23.66
20091123,3,18.25,18,18,18,23.6,18,18,18,18,18,18,18,18,18,23.6,18,18,18,18
20091123,4,15.38,15,15,15,23.59,15,15,15,15,15,15,15,15,15,23.59,15,15,15,15
20091123,5,15.89,15,15,15,23.57,15,15,15,15,15,15,15,23.7,15,23.57,23.7,15,15,15
20091123,6,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.75,23.73,23.73,23.75,23.73,23.73,23.73
20091123,7,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
20091123,8,61.86,57.72,57.72,57.72,57.72,57.72,57.72,57.72,57.72,57.72,57.72,57.72,133,57.72,57.72,133,57.72,57.72,57.72
20091123,9,60.94,59.12,48.5,59.12,65.1,59.12,48.5,48.5,59.12,48.5,59.12,59.12,135.45,48.5,65.1,135.45,59.12,48.5,59.12
20091123,10,64.09,61.75,51.45,61.75,66,61.75,51.45,51.45,61.75,51.45,61.75,61.75,149,51.45,66,149,61.75,51.45,61.75
20091123,11,64.02,62.75,51.45,62.75,66.3,62.75,51.45,51.45,62.75,51.45,62.75,62.75,135.45,51.45,66.3,135.45,62.75,51.45,62.75
20091123,12,65.33,63.5,55,63.5,66.7,63.5,55,55,63.5,55,63.5,63.5,135.45,55,66.7,135.45,63.5,55,63.5
20091123,13,59.34,54,54,54,60.01,54,54,54,54,54,54,54,149,54,60.01,149,54,54,54
20091123,14,58.85,54.84,53.19,54.84,60.01,54.84,53.19,53.19,54.84,53.19,54.84,54.84,135.45,53.19,60.01,135.45,54.84,53.19,54.84
20091123,15,62.45,60,54,60,60,60,54,54,60,54,60,60,135.45,54,60,135.45,60,54,60
20091123,16,65.91,63.5,54.99,63.5,63.5,63.5,54.99,54.99,63.5,54.99,63.5,63.5,149,54.99,63.5,149,63.5,54.99,63.5
20091123,17,70.96,66.54,66.54,66.54,66.54,66.54,66.54,66.54,66.54,66.54,66.54,66.54,150,66.54,66.54,150,66.54,66.54,66.54
20091123,18,77.02,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,150,72.6,72.6,150,72.6,72.6,72.6
20091123,19,71.13,66,66,66,71.17,66,66,66,66,66,66,66,150,66,71.17,150,66,66,66
20091123,20,62.47,56.51,56.51,56.51,65.4,56.51,56.51,56.51,56.51,56.51,56.51,56.51,150,56.51,65.4,150,56.51,56.51,56.51
20091123,21,62.54,56.51,56.51,56.51,66.3,56.51,56.51,56.51,56.51,56.51,56.51,56.51,150,56.51,66.3,150,56.51,56.51,56.51
20091123,22,60.41,55.57,55.57,55.57,56.4,55.57,55.57,55.57,55.57,55.57,55.57,55.57,135.45,55.57,56.4,135.45,55.57,55.57,55.57
20091123,23,49.27,49.17,49.17,49.17,49.17,49.17,49.17,49.17,49.17,49.17,49.17,49.17,50.9,49.17,49.17,50.9,49.17,49.17,49.17
20091123,24,45.15,45,45,45,45,45,45,45,45,45,45,45,47.5,45,45,47.5,45,45,45
20091124,1,35.97,38,33,38,38,38,33,33,38,33,38,38,23.65,33,38,23.65,38,33,38
20091124,2,27.76,28,28,28,28,28,28,28,28,28,28,28,23.65,28,28,23.65,28,28,28
20091124,3,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
20091124,4,17.04,17.04,17.04,17.04,17.04,17.04,17.04,17.04,17.04,17.04,17.04,17.04,17.04,17.04,17.04,17.04,17.04,17.04,17.04
20091124,5,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36
20091124,6,31.87,33.04,29,33.04,33.04,33.04,29,29,33.04,29,33.04,33.04,29,29,33.04,29,33.04,29,33.04
20091124,7,49.54,51.91,43.5,51.91,51.91,51.91,43.5,43.5,51.91,43.5,51.91,51.91,43.5,43.5,51.91,43.5,51.91,43.5,51.91
20091124,8,61.01,60,51.45,60,70.01,60,51.45,51.45,60,51.45,60,60,110.01,51.45,70.01,110.01,60,51.45,60
20091124,9,64.87,63,50,63,95.01,63,50,50,63,50,63,63,135.45,50,95.01,135.45,63,50,63
20091124,10,67.37,64.94,53,64.94,112.01,64.94,53,53,64.94,53,64.94,64.94,135.45,53,112.01,135.45,64.94,53,64.94
20091124,11,67.67,64.98,54,64.98,116.01,64.98,54,54,64.98,54,64.98,64.98,135.45,54,116.01,135.45,64.98,54,64.98
20091124,12,68.16,64.94,54,64.94,112.01,64.94,54,54,64.94,54,64.94,64.94,149,54,112.01,149,64.94,54,64.94
20091124,13,60.47,54.35,53.13,54.35,95.01,54.35,53.13,53.13,54.35,53.13,54.35,54.35,149,53.13,95.01,149,54.35,53.13,54.35
20091124,14,59.9,55.62,51.45,55.62,95.01,55.62,51.45,51.45,55.62,51.45,55.62,55.62,133,51.45,95.01,133,55.62,51.45,55.62
20091124,15,62.13,60,51.45,60,95.01,60,51.45,51.45,60,51.45,60,60,120,51.45,95.01,120,60,51.45,60
20091124,16,64.6,62.46,52,62.46,95.01,62.46,52,52,62.46,52,62.46,62.46,133,52,95.01,133,62.46,52,62.46
20091124,17,65.6,60,56.78,60,116.01,60,56.78,56.78,60,56.78,60,60,149,56.78,116.01,149,60,56.78,60
20091124,18,76.45,69.3,69.3,69.3,150,69.3,69.3,69.3,69.3,69.3,69.3,69.3,150,69.3,150,150,69.3,69.3,69.3
20091124,19,71.52,63.57,63.57,63.57,150,63.57,63.57,63.57,63.57,63.57,63.57,63.57,150,63.57,150,150,63.57,63.57,63.57
20091124,20,66.48,56.51,56.51,56.51,180,56.51,56.51,56.51,56.51,56.51,56.51,56.51,150,56.51,180,150,56.51,56.51,56.51
20091124,21,69.92,58.5,58.5,58.5,220,58.5,58.5,58.5,58.5,58.5,58.5,58.5,150,58.5,220,150,58.5,58.5,58.5
20091124,22,63.6,55.6,54.5,55.6,150,55.6,54.5,54.5,55.6,54.5,55.6,55.6,135.45,54.5,150,135.45,55.6,54.5,55.6
20091124,23,51.78,51.45,51.45,51.45,60.01,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,60.01,51.45,51.45,51.45,51.45
20091124,24,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7
20091125,1,36.96,36.1,36.1,36.1,44.7,36.1,36.1,36.1,36.1,36.1,36.1,36.1,45,36.1,44.7,45,36.1,36.1,36.1
20091125,2,24.27,23.42,23.42,23.42,44.7,23.42,23.42,23.42,23.42,23.42,23.42,23.42,23.42,23.42,44.7,23.42,23.42,23.42,23.42
20091125,3,18.39,15.58,15.58,15.58,44.7,15.58,15.58,15.58,15.58,15.58,15.58,15.58,45,15.58,44.7,45,15.58,15.58,15.58
20091125,4,13.49,11.5,11.5,11.5,44.7,11.5,11.5,11.5,11.5,11.5,11.5,11.5,23.6,11.5,44.7,23.6,11.5,11.5,11.5
20091125,5,14.04,12.11,12.11,12.11,44.7,12.11,12.11,12.11,12.11,12.11,12.11,12.11,23.6,12.11,44.7,23.6,12.11,12.11,12.11
20091125,6,28.65,28,28,28,44.7,28,28,28,28,28,28,28,28,28,44.7,28,28,28,28
20091125,7,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
20091125,8,62.16,58,54.36,58,90,58,54.36,54.36,58,54.36,58,58,130.05,54.36,90,130.05,58,54.36,58
20091125,9,66.46,59,51.45,59,220,59,51.45,51.45,59,51.45,59,59,133,51.45,220,133,59,51.45,59
20091125,10,66.7,60,55.16,60,180,60,55.16,55.16,60,55.16,60,60,135.45,55.16,180,135.45,60,55.16,60
20091125,11,65.56,60.31,54,60.31,150,60.31,54,54,60.31,54,60.31,60.31,135.45,54,150,135.45,60.31,54,60.31
20091125,12,65.51,60.31,54,60.31,150,60.31,54,54,60.31,54,60.31,60.31,135.45,54,150,135.45,60.31,54,60.31
20091125,13,60.85,53.5,51.45,53.5,150,53.5,51.45,51.45,53.5,51.45,53.5,53.5,140,51.45,150,140,53.5,51.45,53.5
20091125,14,58,53.84,49.13,53.84,90,53.84,49.13,49.13,53.84,49.13,53.84,53.84,133,49.13,90,133,53.84,49.13,53.84
20091125,15,60.25,57,50,57,90,57,50,50,57,50,57,57,133,50,90,133,57,50,57
20091125,16,62.17,59.31,51.45,59.31,90,59.31,51.45,51.45,59.31,51.45,59.31,59.31,133,51.45,90,133,59.31,51.45,59.31
20091125,17,66.94,60,60,60,150,60,60,60,60,60,60,60,140,60,150,140,60,60,60
20091125,18,76.98,68,68,68,220,68,68,68,68,68,68,68,140.05,68,220,140.05,68,68,68
20091125,19,74.64,65,65,65,220,65,65,65,65,65,65,65,140.05,65,220,140.05,65,65,65
20091125,20,70.48,60,60,60,220,60,60,60,60,60,60,60,140.05,60,220,140.05,60,60,60
20091125,21,68.11,57,57,57,220,57,57,57,57,57,57,57,140.05,57,220,140.05,57,57,57
20091125,22,66.04,54,54,54,220,54,54,54,54,54,54,54,150,54,220,150,54,54,54
20091125,23,51.19,48.63,48.63,48.63,51.45,48.63,48.63,48.63,48.63,48.63,48.63,48.63,88.37,48.63,51.45,88.37,48.63,48.63,48.63
20091125,24,42.87,42.5,42.5,42.5,45.7,42.5,42.5,42.5,42.5,42.5,42.5,42.5,46.5,42.5,45.7,46.5,42.5,42.5,42.5
20091126,1,39.61,39.4,39.4,39.4,44.7,39.4,39.4,39.4,39.4,39.4,39.4,39.4,39.4,39.4,44.7,39.4,39.4,39.4,39.4
20091126,2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
20091126,3,20.14,20,20,20,23.5,20,20,20,20,20,20,20,20,20,23.5,20,20,20,20
20091126,4,15.2,15,15,15,20,15,15,15,15,15,15,15,15,15,20,15,15,15,15
20091126,5,15.68,15.5,15.5,15.5,20,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,20,15.5,15.5,15.5,15.5
20091126,6,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
20091126,7,47.86,48,47.5,48,48,48,47.5,47.5,48,47.5,48,48,47.5,47.5,48,47.5,48,47.5,48
20091126,8,62.58,58,56,58,90,58,56,56,58,56,58,58,130.25,56,90,130.25,58,56,58
20091126,9,68.8,62.73,60,62.73,150,62.73,60,60,62.73,60,62.73,62.73,135.45,60,150,135.45,62.73,60,62.73
20091126,10,73.96,66.92,66.92,66.92,150,66.92,66.92,66.92,66.92,66.92,66.92,66.92,150,66.92,150,150,66.92,66.92,66.92
20091126,11,72.05,67,67,67,90,67,67,67,67,67,67,67,150,67,90,150,67,67,67
20091126,12,72.93,68,68,68,90,68,68,68,68,68,68,68,150,68,90,150,68,68,68
20091126,13,61.76,56.01,56.01,56.01,90,56.01,56.01,56.01,56.01,56.01,56.01,56.01,140.25,56.01,90,140.25,56.01,56.01,56.01
20091126,14,60.21,56.01,56.01,56.01,60,56.01,56.01,56.01,56.01,56.01,56.01,56.01,133,56.01,60,133,56.01,56.01,56.01
20091126,15,64.66,62.29,56.75,62.29,62.29,62.29,56.75,56.75,62.29,56.75,62.29,62.29,133,56.75,62.29,133,62.29,56.75,62.29
20091126,16,68.03,64.98,63,64.98,64.98,64.98,63,63,64.98,63,64.98,64.98,133,63,64.98,133,64.98,63,64.98
20091126,17,72.26,67.45,67.45,67.45,80,67.45,67.45,67.45,67.45,67.45,67.45,67.45,150,67.45,80,150,67.45,67.45,67.45
20091126,18,86.27,77.49,77.49,77.49,220,77.49,77.49,77.49,77.49,77.49,77.49,77.49,150,77.49,220,150,77.49,77.49,77.49
20091126,19,77.17,67,67,67,220,67,67,67,67,67,67,67,150,67,220,150,67,67,67
20091126,20,72.11,61,61,61,220,61,61,61,61,61,61,61,150,61,220,150,61,61,61
20091126,21,69.74,58.05,58.05,58.05,220,58.05,58.05,58.05,58.05,58.05,58.05,58.05,150,58.05,220,150,58.05,58.05,58.05
20091126,22,62.74,55.65,55.65,55.65,90,55.65,55.65,55.65,55.65,55.65,55.65,55.65,150,55.65,90,150,55.65,55.65,55.65
20091126,23,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45
20091126,24,46.85,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,47.65,46.8,46.8,47.65,46.8,46.8,46.8
20091127,1,42.29,45,36,45,44.7,44.7,36,36,45,36,45,45,36,36,44.7,36,45,36,45
20091127,2,38.04,39.3,35,39.3,39.3,39.3,35,35,39.3,35,39.3,39.3,35,35,39.3,35,39.3,35,39.3
20091127,3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
20091127,4,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
20091127,5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
20091127,6,44.99,45,45,45,44.7,44.7,45,45,45,45,45,45,45,45,44.7,45,45,45,45
20091127,7,49.16,51.09,45,51.09,45.6,45.6,45,45,51.09,45,51.09,51.09,45,45,45.6,45,51.09,45,51.09
20091127,8,58.93,56.5,50.2,56.5,55.52,55.52,50.2,50.2,56.5,50.2,56.5,56.5,129,50.2,55.52,129,56.5,50.2,56.5
20091127,9,66.62,64.98,52.56,64.98,64.98,64.98,52.56,52.56,64.98,52.56,64.98,64.98,150,52.56,64.98,150,64.98,52.56,64.98
20091127,10,69.76,68,56.78,68,68,68,56.78,56.78,68,56.78,68,68,150,56.78,68,150,68,56.78,68
20091127,11,71.17,68.3,63,68.3,63.65,63.65,63,63,68.3,63,68.3,68.3,150,63,63.65,150,68.3,63,68.3
20091127,12,69.24,67.2,58,67.2,64.6,64.6,58,58,67.2,58,67.2,67.2,150,58,64.6,150,67.2,58,67.2
20091127,13,60.12,55.54,55.54,55.54,55.54,55.54,55.54,55.54,55.54,55.54,55.54,55.54,140.25,55.54,55.54,140.25,55.54,55.54,55.54
20091127,14,58.35,56.5,48.5,56.5,53.21,53.21,48.5,48.5,56.5,48.5,56.5,56.5,130.25,48.5,53.21,130.25,56.5,48.5,56.5
20091127,15,63.08,63.3,48.5,63.3,59.18,59.18,48.5,48.5,63.3,48.5,63.3,63.3,129,48.5,59.18,129,63.3,48.5,63.3
20091127,16,64.88,64,53.5,64,61.73,61.73,53.5,53.5,64,53.5,64,64,130.25,53.5,61.73,130.25,64,53.5,64
20091127,17,69.35,64.86,64.86,64.86,64.08,64.08,64.86,64.86,64.86,64.86,64.86,64.86,150,64.86,64.08,150,64.86,64.86,64.86
20091127,18,81.18,77.6,77.6,77.6,77.6,77.6,77.6,77.6,77.6,77.6,77.6,77.6,140.25,77.6,77.6,140.25,77.6,77.6,77.6
20091127,19,72.33,67.42,67.42,67.42,67.42,67.42,67.42,67.42,67.42,67.42,67.42,67.42,150,67.42,67.42,150,67.42,67.42,67.42
20091127,20,66.46,61,61,61,61,61,61,61,61,61,61,61,150,61,61,150,61,61,61
20091127,21,66.99,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,150,61.53,61.53,150,61.53,61.53,61.53
20091127,22,64,58.37,58.37,58.37,58.37,58.37,58.37,58.37,58.37,58.37,58.37,58.37,150,58.37,58.37,150,58.37,58.37,58.37
20091127,23,52.35,52.49,52.49,52.49,48.88,48.88,52.49,52.49,52.49,52.49,52.49,52.49,52.49,52.49,48.88,52.49,52.49,52.49,52.49
20091127,24,45.7,45.74,45.74,45.74,44.7,44.7,45.74,45.74,45.74,45.74,45.74,45.74,45.74,45.74,44.7,45.74,45.74,45.74,45.74
20091128,1,40.57,41.42,41.42,41.42,45,41.42,41.42,41.42,41.42,41.42,41.42,41.42,23.65,41.42,45,23.65,41.42,41.42,41.42
20091128,2,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
20091128,3,33.17,33.17,33.17,33.17,33.17,33.17,33.17,33.17,33.17,33.17,33.17,33.17,33.17,33.17,33.17,33.17,33.17,33.17,33.17
20091128,4,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43
20091128,5,27.76,28,28,28,28,28,28,28,28,28,28,28,23.65,28,28,23.65,28,28,28
20091128,6,27.76,28,28,28,28,28,28,28,28,28,28,28,23.65,28,28,23.65,28,28,28
20091128,7,31.09,31.4,31.4,31.4,23.54,23.54,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,23.54,31.4,31.4,31.4,31.4
20091128,8,47.56,47.55,47.55,47.55,47.55,47.55,47.55,47.55,47.55,47.55,47.55,47.55,47.65,47.55,47.55,47.65,47.55,47.55,47.55
20091128,9,55.89,51,51,51,51,51,51,51,51,51,51,51,133,51,51,133,51,51,51
20091128,10,58.71,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,54.76,120,54.76,54.76,120,54.76,54.76,54.76
20091128,11,60.58,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84,54.84,150,54.84,54.84,150,54.84,54.84,54.84
20091128,12,59.29,54.56,54.56,54.56,54.56,54.56,54.56,54.56,54.56,54.56,54.56,54.56,133,54.56,54.56,133,54.56,54.56,54.56
20091128,13,56.11,51,51,51,51,51,51,51,51,51,51,51,133,51,51,133,51,51,51
20091128,14,47.58,47.55,47.55,47.55,47.55,47.55,47.55,47.55,47.55,47.55,47.55,47.55,48,47.55,47.55,48,47.55,47.55,47.55
20091128,15,51.59,47.08,47.08,47.08,47.52,47.08,47.08,47.08,47.08,47.08,47.08,47.08,120,47.08,47.52,120,47.08,47.08,47.08
20091128,16,48.08,48,48,48,48.55,48,48,48,48,48,48,48,49,48,48.55,49,48,48,48
20091128,17,56.29,50,50,50,50,50,50,50,50,50,50,50,150,50,50,150,50,50,50
20091128,18,70.26,64.54,64.54,64.54,64.98,64.54,64.54,64.54,64.54,64.54,64.54,64.54,151.2,64.54,64.98,151.2,64.54,64.54,64.54
20091128,19,75.05,69.52,69.52,69.52,74.93,69.52,69.52,69.52,69.52,69.52,69.52,69.52,151.26,69.52,74.93,151.26,69.52,69.52,69.52
20091128,20,70.76,64.94,64.94,64.94,69.38,64.94,64.94,64.94,64.94,64.94,64.94,64.94,151.26,64.94,69.38,151.26,64.94,64.94,64.94
20091128,21,63.93,57.5,57.5,57.5,63,57.5,57.5,57.5,57.5,57.5,57.5,57.5,151.2,57.5,63,151.2,57.5,57.5,57.5
20091128,22,58.47,52,52,52,54.26,52,52,52,52,52,52,52,150,52,54.26,150,52,52,52
20091128,23,51.9,48.2,48.2,48.2,48.2,48.2,48.2,48.2,48.2,48.2,48.2,48.2,105,48.2,48.2,105,48.2,48.2,48.2
